,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico,soma_fund_publico_dic
11862,25002,25002,34586,2020,CE,VEREADOR,SAMUEL ALVES DOS SANTOS,60001199105,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,20,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,20933.97,DEFERIDO,DEFERIDO,0.0,0.0,142.86,142.86,1750.07142857143,12250.5,1892.9314285714304,12393.36,142.86,0.0
11863,25003,25003,34587,2020,PB,VEREADOR,LUCAS RENOVATO DA SILVA,150000904124,APTO,DEFERIDO,SOLIDARIEDADE,24,MASCULINO,LÊ E ESCREVE,PARDA,12307.75,DEFERIDO,DEFERIDO,60.0,60.0,0.0,0.0,90.0,180.0,150.0,240.0,60.0,0.0
11868,25014,25014,34604,2020,SP,VEREADOR,PAULO HENRIQUE SILVA DE OLIVEIRA,250001202655,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,23,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,70.0,70.0,0.0,0.0,0.0,0.0,70.0,70.0,70.0,0.0
11869,25015,25015,34605,2020,PR,VEREADOR,RICHARD DAMASCENO DE ARAUJO,160000961708,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,44.0175,176.07,0.0,0.0,47.25,94.5,91.2675,270.57,176.07,0.0
11871,25019,25019,34611,2020,MG,VEREADOR,LUMARA CONCEIÇÃO SIQUEIRA,130001212155,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,178.57,178.57,0.0,0.0,144.44,144.44,323.01,323.01,178.57,0.0
11873,25022,25022,34619,2020,PE,VEREADOR,CLEBSON FELIPE DOS SANTOS,170001171496,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,25,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,112.12,224.24,0.0,0.0,104.03333333333299,312.1,216.15333333333302,536.34,224.24,0.0
11877,25030,25030,34634,2020,GO,VEREADOR,JOSÉ FERNANDO ALVES VILELA,90000760235,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,26,MASCULINO,SUPERIOR COMPLETO,PARDA,20355.6,DEFERIDO,DEFERIDO,268.5,268.5,0.0,0.0,420.325,1681.3,688.825,1949.8,268.5,0.0
11880,25034,25034,34639,2020,AM,VEREADOR,SHIRLEN PINTO DA SILVA,40001237907,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,51.0,153.0,50.0,50.0,0.0,0.0,101.0,203.0,203.0,0.0
11881,25035,25035,34640,2020,SE,VEREADOR,JEFERSON DE MOURA SOUZA,260001052314,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,12307.75,DEFERIDO,DEFERIDO,149.0,149.0,0.0,0.0,404.0,808.0,553.0,957.0,149.0,0.0
11888,25050,25050,34661,2020,PR,VEREADOR,MARIANA VANESSA ROCHA,160001154649,APTO,DEFERIDO,PARTIDO TRABALHISTA CRISTÃO,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,189351.59,DEFERIDO,DEFERIDO,0.0,0.0,158.73,158.73,0.0,0.0,158.73,158.73,158.73,0.0
11889,25056,25056,34667,2020,GO,VEREADOR,RHAYANNE FERREIRA DA SILVA,90001103626,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,25,FEMININO,SUPERIOR COMPLETO,BRANCA,64700.38,DEFERIDO,DEFERIDO,192.86,192.86,0.0,0.0,508.333333333333,1525.0,701.1933333333328,1717.86,192.86,0.0
11890,25061,25061,34672,2020,SP,VEREADOR,ANDERSON SILVA,250000863670,APTO,DEFERIDO,REPUBLICANOS,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,165.78,165.78,0.0,0.0,137.583333333333,412.75,303.363333333333,578.53,165.78,0.0
11891,25062,25062,34673,2020,CE,VEREADOR,MAURO TEIXEIRA DANTAS JUNIOR,60000838957,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,16975.98,DEFERIDO,DEFERIDO,60.0,60.0,0.0,0.0,500.0,1500.0,560.0,1560.0,60.0,0.0
11892,25064,25064,34676,2020,GO,VEREADOR,ERICA GONÇALVES PAIVA,90001031033,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,FEMININO,SUPERIOR INCOMPLETO,PARDA,18538.28,DEFERIDO,DEFERIDO,77.0,77.0,0.0,0.0,89.0,445.0,166.0,522.0,77.0,0.0
11893,25065,25065,34677,2020,SP,VEREADOR,PÃMELA KARINA DE OLIVEIRA,250001081266,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,84.81,169.62,0.0,0.0,0.0,0.0,84.81,169.62,169.62,0.0
11897,25084,25084,34706,2020,ES,VEREADOR,HUGO FARIA DOS REIS,80000746101,APTO,DEFERIDO,PODEMOS,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,35689.09,DEFERIDO,DEFERIDO,0.0,0.0,73.5,73.5,225.0,225.0,298.5,298.5,73.5,0.0
11900,25088,25088,34710,2020,PR,VEREADOR,LEANDRO DE JESUS FERRAZ,160000878121,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,24,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,37940.31,DEFERIDO,DEFERIDO,170.0,340.0,0.0,0.0,190.0,190.0,360.0,530.0,340.0,0.0
11901,25090,25090,34712,2020,MG,VEREADOR,LAURA RODRIGUES DE OLIVEIRA,130001074525,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,19,FEMININO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,50.1,200.4,0.0,0.0,0.0,0.0,50.1,200.4,200.4,0.0
11903,25094,25094,34716,2020,MS,VEREADOR,TAYLAN JUNIOR BORGES DOS SANTOS,120000648216,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,20,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,52.5,105.0,0.0,0.0,100.0,100.0,152.5,205.0,105.0,0.0
11908,25103,25103,34729,2020,BA,VEREADOR,DANIELA LEITE DA SILVA,50001161155,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,23,FEMININO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,48.5,48.5,300.0,300.0,348.5,348.5,48.5,0.0
11911,25110,25110,34738,2020,RS,VEREADOR,CIBELE JANKE WEEGE MORAIS,210000721576,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,45.68,91.36,0.0,0.0,628.0,1884.0,673.68,1975.36,91.36,0.0
11913,25115,25115,34747,2020,ES,VEREADOR,YAGO PAZ DA COSTA,80001035818,APTO,DEFERIDO,PODEMOS,28,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,24138.51,DEFERIDO,DEFERIDO,150.0,150.0,0.0,0.0,226.666666666667,680.0,376.666666666667,830.0,150.0,0.0
11920,25128,25128,34765,2020,ES,VEREADOR,ISAC BARCELOS CALDON,80001046201,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,21,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,19490.35,DEFERIDO,DEFERIDO,350.0,350.0,0.0,0.0,177.94,533.82,527.94,883.82,350.0,0.0
11924,25132,25132,34774,2020,SC,VEREADOR,LUAN JORGE DA LUZ,240001163926,APTO,DEFERIDO,PARTIDO LIBERAL,24,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,217821.27,DEFERIDO,DEFERIDO,77.25,154.5,0.0,0.0,0.0,0.0,77.25,154.5,154.5,0.0
11930,25141,25141,34785,2020,AM,VEREADOR,LUZIA GAMA SERRÃO,40001223982,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,153.0,153.0,296.25,1185.0,449.25,1338.0,153.0,0.0
11937,25160,25160,34811,2020,SE,VEREADOR,DANILO MACÊDO DE CARVALHO SANTANA,260001000981,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,28,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,41407.73,DEFERIDO,DEFERIDO,149.0,149.0,0.0,0.0,922.5,1845.0,1071.5,1994.0,149.0,0.0
11948,25184,25184,34843,2020,MG,VEREADOR,EMERSON DA SILVA JUNIOR,130001172100,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,192.3,192.3,0.0,0.0,103.026666666667,309.08,295.326666666667,501.38,192.3,0.0
11950,25187,25187,34846,2020,RS,VEREADOR,DENER ZANELLA,210000641184,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,100.0,100.0,0.0,0.0,304.5,1218.0,404.5,1318.0,100.0,0.0
11954,25193,25193,34853,2020,PR,VEREADOR,DAYHANE MARIANI DA SILVA,160001079920,APTO,DEFERIDO,SOLIDARIEDADE,27,FEMININO,SUPERIOR COMPLETO,BRANCA,16296.09,DEFERIDO,DEFERIDO,166.66,166.66,0.0,0.0,0.0,0.0,166.66,166.66,166.66,0.0
11955,25196,25196,34856,2020,RS,VEREADOR,DEIVIDI RAFAEL TATSCH,210000760947,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,76.0,76.0,34.8,34.8,108.41,325.23,219.21,436.03,110.8,0.0
11957,25198,25198,34858,2020,MG,VEREADOR,GUSTAVO ÉRICO SANTOS OLIVEIRA,130000640892,APTO,DEFERIDO,PODEMOS,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,9.0,9.0,0.0,0.0,137.25,137.25,146.25,146.25,9.0,0.0
11958,25199,25199,34859,2020,MG,VEREADOR,GUSTAVO HENRIQUE MIRANDA VIEIRA,130001000750,APTO,DEFERIDO,DEMOCRATAS,22,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,171.37,171.37,0.0,0.0,500.0,1000.0,671.37,1171.37,171.37,0.0
11959,25200,25200,34860,2020,MG,VEREADOR,LUMA OLIVEIRA MATOS LOPES,130000843494,APTO,DEFERIDO,AVANTE,23,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,104.26,104.26,0.0,0.0,0.0,0.0,104.26,104.26,104.26,0.0
11961,25210,25210,34876,2020,BA,VEREADOR,ELIZETE SANTOS DE ALMEIDA,50001267021,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,24,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,75.0,75.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,0.0
11962,25211,25211,34877,2020,ES,VEREADOR,WILMAR OLIVEIRA COTTINI FILHO,80001022516,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,25489.22,DEFERIDO,DEFERIDO,110.0,110.0,0.0,0.0,350.0,700.0,460.0,810.0,110.0,0.0
11966,25217,25217,34884,2020,ES,VEREADOR,RODRIGO OVANI DE ARAÚJO,80001264121,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,20,MASCULINO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,102.0,306.0,0.0,0.0,73.0,146.0,175.0,452.0,306.0,0.0
11974,25226,25226,34895,2020,SE,VEREADOR,JOSE CARLOS SANTOS JENTIL,260000954864,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,59.4,59.4,0.0,0.0,840.0,840.0,899.4,899.4,59.4,0.0
11981,25240,25240,34919,2020,PB,VEREADOR,PAULO SILAS SILVA DE MELO,150000931277,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22,MASCULINO,ENSINO MÉDIO COMPLETO,SEM INFORMAÇÃO,12307.75,DEFERIDO,DEFERIDO,100.0,100.0,0.0,0.0,250.0,250.0,350.0,350.0,100.0,0.0
11982,25242,25242,34921,2020,SP,VEREADOR,SABRINA CRISTINA ANDRÉ TEODORO DO NASCIMENTO,250001173495,APTO,DEFERIDO,CIDADANIA,28,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,75.0,75.0,0.0,0.0,101.25,405.0,176.25,480.0,75.0,0.0
11983,25244,25244,34923,2020,RS,VEREADOR,LINDOMAR DA SILVA DYLEWSKI,210000658411,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,39032.17,DEFERIDO,DEFERIDO,76.0,76.0,121.8,121.8,327.0,1635.0,524.8,1832.8,197.8,0.0
11985,25246,25246,34925,2020,SP,VEREADOR,LANA INGRID FERNANDES LARA,250001261955,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,23,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,30509.68,DEFERIDO,DEFERIDO,36.45,36.45,0.0,0.0,0.0,0.0,36.45,36.45,36.45,0.0
11987,25248,25248,34927,2020,SP,VEREADOR,MURILO BRAGA DE FARIA,250000650826,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,19,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,108.0,216.0,0.0,0.0,0.0,0.0,108.0,216.0,216.0,0.0
11988,25249,25249,34928,2020,GO,VEREADOR,ADRIANO DE PAULA BARBOSA MEDEIROS,90000723879,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,120.0,240.0,0.0,0.0,208.451666666667,1250.71,328.451666666667,1490.71,240.0,0.0
11992,25265,25265,34951,2020,SC,VEREADOR,JESSICA SOUZA DA SILVA SIPRIANO,240001192019,APTO,DEFERIDO,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,29,FEMININO,LÊ E ESCREVE,PARDA,42002.48,DEFERIDO,DEFERIDO,98.715,197.43,0.0,0.0,0.0,0.0,98.715,197.43,197.43,0.0
12001,25288,25288,34986,2020,RJ,VEREADOR,GIULIA DIPPOLITO GALLO DO PRADO,190001261714,APTO,DEFERIDO,PATRIOTA,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,137462.67,DEFERIDO,DEFERIDO,29.0,29.0,0.0,0.0,0.0,0.0,29.0,29.0,29.0,0.0
12002,25291,25291,34989,2020,PB,VEREADOR,TARSILA CELY DINIZ SANTOS,150001103180,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,75.0,75.0,0.0,0.0,0.0,0.0,75.0,75.0,75.0,0.0
12016,25315,25315,35017,2020,MG,VEREADOR,FERNANDO CALDEIRA DE CARVALHO,130001136971,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,28,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,67919.22,DEFERIDO,DEFERIDO,77.4833333333333,232.45,0.0,0.0,695.5525,5564.42,773.035833333333,5796.87,232.45,0.0
12017,25316,25316,35019,2020,MG,VEREADOR,BECKEMBAUER MIGUEL VIEIRA,130000718854,APTO,DEFERIDO,SOLIDARIEDADE,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,72.09,144.18,0.0,0.0,64.135,256.54,136.225,400.72,144.18,0.0
12018,25317,25317,35021,2020,BA,VEREADOR,THIAGO ALVES DE JESUS,50000718762,APTO,DEFERIDO,DEMOCRATAS,25,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,158046.98,DEFERIDO,DEFERIDO,102.5,307.5,0.0,0.0,674.166666666667,2022.5,776.666666666667,2330.0,307.5,0.0
12035,25353,25353,35072,2020,PR,VEREADOR,ANGELICA SOUZA SALDANHA,160001082628,APTO,DEFERIDO,PARTIDO VERDE,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,160.0,320.0,0.0,0.0,148.966666666667,446.9,308.966666666667,766.9,320.0,0.0
12044,25369,25369,35090,2020,AM,VEREADOR,LARISSA DA SILVA PINTO,40000879954,APTO,DEFERIDO,PROGRESSISTAS,23,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,111.11,333.33,0.0,0.0,127.5,255.0,238.61,588.33,333.33,0.0
12045,25371,25371,35097,2020,MG,VEREADOR,NATHALY ALMEIDA BRÁS BARROS,130001180956,APTO,DEFERIDO,DEMOCRATAS,21,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,98.11,294.33,0.0,0.0,0.0,0.0,98.11,294.33,294.33,0.0
12047,25378,25378,35110,2020,PR,VEREADOR,SIDINEI PAES DE MORAES,160001072817,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,36.0,36.0,0.0,0.0,72.8333333333333,218.5,108.833333333333,254.5,36.0,0.0
12051,25388,25388,35128,2020,MG,VEREADOR,LAUREN APARECIDA DA SILVA MENDONÇA,130000993747,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,64.0,64.0,0.0,0.0,33.75,67.5,97.75,131.5,64.0,0.0
12053,25390,25390,35131,2020,PE,VEREADOR,MARIA EDUARDA ANDRADE DOS SANTOS,170001202483,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,27,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,110.0,220.0,0.0,0.0,0.0,0.0,110.0,220.0,220.0,0.0
12059,25407,25407,35153,2020,MG,VEREADOR,FLÁVIA DE ASSIS DETONI,130000818168,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,74.1,222.3,0.0,0.0,0.0,0.0,74.1,222.3,222.3,0.0
12070,25425,25425,35177,2020,PE,VEREADOR,ARLÃ DE SOUZA RODRIGUES,170001198592,APTO,DEFERIDO,PROGRESSISTAS,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,83.3333333333333,250.0,0.0,0.0,730.0,1460.0,813.333333333333,1710.0,250.0,0.0
12072,25429,25429,35182,2020,SE,VEREADOR,ANA CLÁUDIA MENEZES SILVA,260001110127,APTO,DEFERIDO,PODEMOS,29,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,172.2,172.2,0.0,0.0,0.0,0.0,172.2,172.2,172.2,0.0
12075,25433,25433,35186,2020,RS,VEREADOR,JANDIR DA ROCHA MELLO,210001022663,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,95.0,95.0,466.666666666667,1400.0,561.666666666667,1495.0,95.0,0.0
12094,25468,25468,35230,2020,MG,VEREADOR,CLAYTON JUNIO DE OLIVEIRA RIBEIRO,130001006335,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,22,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,127.64,127.64,0.0,0.0,381.2333333333329,1143.7,508.873333333333,1271.34,127.64,0.0
12096,25470,25470,35232,2020,MG,VEREADOR,DAIANE TAVARES DA SILVA,130000650687,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,189.92,189.92,0.0,0.0,1718.69,3437.38,1908.61,3627.3,189.92,0.0
12100,25476,25476,35240,2020,MG,VEREADOR,ALEX FERNANDES DA SILVA,130001178108,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,259.475,1037.9,559.475,1337.9,300.0,0.0
12102,25480,25480,35244,2020,SP,VEREADOR,ABILIO PENTEADO JUNIOR,250000633219,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,55.5625,222.25,0.0,0.0,385.0,770.0,440.5625,992.25,222.25,0.0
12106,25490,25490,35260,2020,SC,VEREADOR,DANIEL JUNIOR JACOBY,240000939905,APTO,DEFERIDO,PARTIDO LIBERAL,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,30.0,30.0,0.0,0.0,338.75,1355.0,368.75,1385.0,30.0,0.0
12111,25497,25497,35270,2020,ES,VEREADOR,ADRIANA DOS SANTOS SOUSA,80001162182,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,28,FEMININO,SUPERIOR COMPLETO,BRANCA,15425.21,DEFERIDO,DEFERIDO,115.0,345.0,0.0,0.0,300.0,300.0,415.0,645.0,345.0,0.0
12113,25499,25499,35272,2020,GO,VEREADOR,THAIS RODRIGUES DA SILVA,90001031662,APTO,DEFERIDO,PROGRESSISTAS,26,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,103.57,310.71,0.0,0.0,57.0,57.0,160.57,367.71,310.71,0.0
12118,25511,25511,35289,2020,SP,VEREADOR,VINICIUS BANHARA DEZAN,250001018445,APTO,DEFERIDO,PARTIDO LIBERAL,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,255.0,255.0,211.1075,844.43,466.1075,1099.43,255.0,0.0
12119,25514,25514,35292,2020,RS,VEREADOR,MURILLO LIMA BOLZE,210000721431,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,27322.66,DEFERIDO,DEFERIDO,76.0,76.0,174.0,174.0,722.5,2890.0,972.5,3140.0,250.0,0.0
12122,25520,25520,35303,2020,PR,VEREADOR,WILLIAN CARLOS DA SILVA CORREIA,160001172037,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,20,MASCULINO,SUPERIOR INCOMPLETO,PARDA,46503.35,DEFERIDO,DEFERIDO,300.0,300.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,0.0
12123,25521,25521,35305,2020,MG,VEREADOR,SABRINA TEIXEIRA FERREIRA,130001034142,APTO,DEFERIDO,PARTIDO VERDE,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,104.7,104.7,0.0,0.0,0.0,0.0,104.7,104.7,104.7,0.0
12127,25526,25526,35310,2020,PR,VEREADOR,EVANDRO SENEN,160000677511,APTO,DEFERIDO,DEMOCRATAS,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,153.88,307.76,0.0,0.0,133.928571428571,937.5,287.80857142857104,1245.26,307.76,0.0
12130,25535,25535,35322,2020,MG,VEREADOR,THALES ARAUJO GONÇALVES,130001266243,APTO,DEFERIDO,REPUBLICANOS,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,74336.58,DEFERIDO,DEFERIDO,72.41,289.64,0.0,0.0,0.0,0.0,72.41,289.64,289.64,0.0
12141,25558,25558,35350,2020,MG,VEREADOR,ÉRIKA ALMEIDA DE ARAÚJO,130001033677,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,FEMININO,SUPERIOR COMPLETO,PARDA,19190.07,DEFERIDO,DEFERIDO,107.75,215.5,0.0,0.0,1014.23571428571,7099.65,1121.98571428571,7315.15,215.5,0.0
12146,25565,25565,35357,2020,MG,VEREADOR,YASMIN ALVES FERNANDES,130001030648,APTO,DEFERIDO,PROGRESSISTAS,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,15259.52,DEFERIDO,DEFERIDO,31.25,62.5,0.0,0.0,261.25,783.75,292.5,846.25,62.5,0.0
12148,25567,25567,35359,2020,PA,VEREADOR,MATEUS DIAS DA SILVA,140000636878,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,27706.06,DEFERIDO,DEFERIDO,50.0,50.0,0.0,0.0,387.4,1937.0,437.4,1987.0,50.0,0.0
12170,25611,25611,35413,2020,SP,VEREADOR,ULISSES CARUSO GARAVATTI,250001158720,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,277923.32,DEFERIDO,DEFERIDO,55.0,55.0,0.0,0.0,851.168,8511.68,906.168,8566.68,55.0,0.0
12172,25615,25615,35418,2020,PE,VEREADOR,ALEXANDRE ALVES LEITE SAMPAIO,170000886377,APTO,DEFERIDO,PROGRESSISTAS,22,MASCULINO,SUPERIOR INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,0.0,0.0,30.0,30.0,30.0,30.0,60.0,60.0,30.0,0.0
