,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico,soma_fund_publico_dic
12764,26867,26867,37139,2020,MT,VEREADOR,GESSICA KAROLLINE DE ARRUDA E SILVA,110000980035,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,FEMININO,SUPERIOR COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,4000.0,8000.0,0.0,0.0,1000.0,1000.0,5000.0,9000.0,8000.0,1.0
12766,26870,26870,37142,2020,PA,VEREADOR,SILVANA DE SOUZA QUEIROZ,140001233595,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,29,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,22445.61,DEFERIDO,DEFERIDO,0.0,0.0,1850.0,3700.0,300.0,300.0,2150.0,4000.0,3700.0,1.0
12768,26873,26873,37146,2020,SP,VEREADOR,LUIZ FELIPE SILVA ALBINO,250000929690,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,320062.4,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,2200.0,19800.0,12200.0,29800.0,10000.0,1.0
12769,26877,26877,37155,2020,PR,VEREADOR,EMILY HELEN DA SILVA,160000751375,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,27,FEMININO,SUPERIOR INCOMPLETO,BRANCA,54456.59,DEFERIDO,DEFERIDO,1001.1533333333299,3003.46,0.0,0.0,153.093636363636,1684.03,1154.24696969697,4687.49,3003.46,1.0
12770,26878,26878,37156,2020,PB,VEREADOR,JOSÉ FLATERNO DE OLIVEIRA FILHO,150001073931,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,653.118,3265.59,0.0,0.0,0.0,0.0,653.118,3265.59,3265.59,1.0
12772,26884,26884,37164,2020,PA,VEREADOR,LUIZA DE SOUZA LISBOA,140001187730,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,25,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0
12776,26893,26893,37180,2020,BA,VEREADOR,VERÔNICA SANTANA BATISTA,50000786186,APTO,DEFERIDO,PATRIOTA,26,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,159998.96,DEFERIDO,DEFERIDO,6000.0,6000.0,0.0,0.0,0.0,0.0,6000.0,6000.0,6000.0,1.0
12780,26901,26901,37194,2020,AL,VEREADOR,HÉLIA THYANA MELO DA SILVA RODRIGUES,20001181277,APTO,DEFERIDO,CIDADANIA,22,FEMININO,SUPERIOR INCOMPLETO,PRETA,251112.2,DEFERIDO,DEFERIDO,20000.0,40000.0,2000.0,2000.0,500.0,500.0,22500.0,42500.0,42000.0,1.0
12782,26905,26905,37201,2020,GO,VEREADOR,LEANDRO RODRIGUES GARCIA,90001144339,APTO,DEFERIDO,PARTIDO LIBERAL,27,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,12307.75,DEFERIDO,DEFERIDO,762.5,3050.0,0.0,0.0,0.0,0.0,762.5,3050.0,3050.0,1.0
12793,26920,26920,37218,2020,GO,VEREADOR,VANESSA BORGES PINTO,90001167190,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,141881.17,DEFERIDO,DEFERIDO,586.741111111111,5280.67,0.0,0.0,500.0,500.0,1086.7411111111098,5780.67,5280.67,1.0
12796,26923,26923,37221,2020,CE,VEREADOR,VITÓRIA MARIA NAZARÉ RIBEIRO DE SOUSA,60001205956,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,1699.66666666667,5099.0,0.0,0.0,0.0,0.0,1699.66666666667,5099.0,5099.0,1.0
12799,26927,26927,37225,2020,AL,VEREADOR,EDNALDO FREITAS DA SILVA FILHO,20001221495,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,22,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,20371.6,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,438.6,438.6,5438.6,5438.6,5000.0,1.0
12802,26934,26934,37235,2020,RJ,VEREADOR,SORAYA FONTES FEITOZA NARDELLI,190000894415,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,25,FEMININO,SUPERIOR COMPLETO,BRANCA,148745.67,DEFERIDO,DEFERIDO,11000.0,22000.0,0.0,0.0,988.0,988.0,11988.0,22988.0,22000.0,1.0
12805,26940,26940,37243,2020,MG,VEREADOR,DANDARA TONANTZIN SILVA CASTRO,130001117182,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,FEMININO,SUPERIOR COMPLETO,PRETA,549424.66,DEFERIDO,DEFERIDO,4037.37,32298.96,0.0,0.0,453.0,13590.0,4490.37,45888.96,32298.96,1.0
12811,26953,26953,37265,2020,SP,VEREADOR,MIRIAN DA COSTA MOREIRA MACHADO,250000797322,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,339655.31,DEFERIDO,DEFERIDO,3280.0,3280.0,0.0,0.0,1235.225,2470.45,4515.225,5750.45,3280.0,1.0
12814,26958,26958,37275,2020,MS,VEREADOR,MARCOS ROBERTO GARCIA,120001233202,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1537.5,3075.0,0.0,0.0,375.857142857143,2631.0,1913.35714285714,5706.0,3075.0,1.0
12819,26970,26970,37296,2020,RR,VEREADOR,ROBSON LINS TRAVASSOS,230000837834,APTO,DEFERIDO,PODEMOS,28,MASCULINO,SUPERIOR COMPLETO,PARDA,391772.1,DEFERIDO,DEFERIDO,4050.0,16200.0,0.0,0.0,0.0,0.0,4050.0,16200.0,16200.0,1.0
12824,26983,26983,37318,2020,AM,VEREADOR,ANDREZA DA SILVA BALIEIRO,40001258979,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,27,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,27001.96,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,1.0
12826,26985,26985,37321,2020,PR,PREFEITO,FRANCISCO BRUNO DA MOTTA,160001173139,APTO,DEFERIDO,PODEMOS,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,30294.6,30294.6,0.0,0.0,2581.6444444444396,23234.8,32876.2444444444,53529.4,30294.6,1.0
12829,26988,26988,37324,2020,SP,VEREADOR,CAIO VINICIUS DAMACENO CAMPOS,250000640582,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,26,MASCULINO,ENSINO MÉDIO COMPLETO,INDÍGENA,12307.75,DEFERIDO,DEFERIDO,500.0,500.0,5000.0,5000.0,115.333333333333,346.0,5615.33333333333,5846.0,5500.0,1.0
12832,26993,26993,37330,2020,SC,VEREADOR,ELLER CRISTINE COSTA MULLER,240001253046,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,24,FEMININO,SUPERIOR INCOMPLETO,PRETA,125718.79,DEFERIDO,DEFERIDO,3794.06,3794.06,0.0,0.0,0.0,0.0,3794.06,3794.06,3794.06,1.0
12837,27010,27010,37355,2020,PA,VEREADOR,FERNANDO COIBRA DE ALMEIDA,140000994005,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,27,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,238660.11,DEFERIDO,DEFERIDO,379.168888888889,3412.52,0.0,0.0,833.36,4166.8,1212.5288888888902,7579.32,3412.52,1.0
12848,27036,27036,37386,2020,SE,VEREADOR,ANGELO LUCAS FONTES MONTEIRO,260000865940,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,24,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,19679.87,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,0.0,0.0,10000.0,10000.0,10000.0,1.0
12853,27048,27048,37406,2020,AL,VEREADOR,EDILSON DA SILVA,20000778987,APTO,DEFERIDO,REPUBLICANOS,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,49813.01,DEFERIDO,DEFERIDO,1708.335,3416.67,0.0,0.0,750.0,1500.0,2458.335,4916.67,3416.67,1.0
12855,27052,27052,37411,2020,GO,VEREADOR,ELIVELTON AZEVEDO DE FREITA,90001211040,APTO,DEFERIDO,DEMOCRACIA CRISTÃ,28,MASCULINO,SUPERIOR COMPLETO,PARDA,128473.84,DEFERIDO,DEFERIDO,913.0,3652.0,0.0,0.0,97.4,487.0,1010.4,4139.0,3652.0,1.0
12856,27055,27055,37415,2020,TO,VEREADOR,CASSIA SANTOS ALENCAR,270001239236,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,15678.4,DEFERIDO,DEFERIDO,3125.0,6250.0,0.0,0.0,240.0,960.0,3365.0,7210.0,6250.0,1.0
12858,27058,27058,37419,2020,GO,VICE-PREFEITO,HEITOR DIAS CAMARGO,90000680133,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,,DEFERIDO,DEFERIDO,0.0,0.0,11633.0,34899.0,0.0,0.0,11633.0,34899.0,34899.0,1.0
12862,27064,27064,37426,2020,GO,VEREADOR,WESLEY DE OLIVEIRA CAMPOS,90001029144,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,91051.1,DEFERIDO,DEFERIDO,1703.0,3406.0,0.0,0.0,750.0,4500.0,2453.0,7906.0,3406.0,1.0
12863,27065,27065,37427,2020,RJ,VEREADOR,ANTÔNIO CARLOS CAVALCANTE GONÇALVES,190000811012,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,165992.86,DEFERIDO,DEFERIDO,1813.84,3627.68,0.0,0.0,0.0,0.0,1813.84,3627.68,3627.68,1.0
12867,27074,27074,37439,2020,SP,VEREADOR,ROQUE AUGUSTO MARQUES DA SILVA,250000913442,APTO,DEFERIDO,PARTIDO LIBERAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,3846.15,3846.15,0.0,0.0,762.5,3050.0,4608.65,6896.15,3846.15,1.0
12880,27107,27107,37487,2020,PR,VEREADOR,EVANDRO MARCOS DALMOLIN FILHO,160000746534,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,72098.26,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,1886.3816666666696,11318.29,6886.38166666667,16318.29,5000.0,1.0
12888,27119,27119,37502,2020,TO,VEREADOR,ELIZEU RODRIGUES PEREIRA,270000878317,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,PARDA,962451.15,DEFERIDO,DEFERIDO,6250.0,12500.0,0.0,0.0,5000.0,5000.0,11250.0,17500.0,12500.0,1.0
12890,27121,27121,37504,2020,PR,PREFEITO,WAGNER LUIZ OLIVEIRA MARTINS,160001225618,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,123077.42,DEFERIDO,DEFERIDO,10000.0,20000.0,0.0,0.0,1888.81578947368,35887.5,11888.815789473701,55887.5,20000.0,1.0
12893,27127,27127,37513,2020,RJ,VEREADOR,EDILAINE DE ALMEIDA GOMES,190000864646,APTO,DEFERIDO,REDE SUSTENTABILIDADE,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,288583.82,DEFERIDO,DEFERIDO,774.458333333333,4646.75,0.0,0.0,0.0,0.0,774.458333333333,4646.75,4646.75,1.0
12902,27144,27144,37535,2020,RO,VEREADOR,ÂNGELO RUAN OLIVEIRA DO NASCIMENTO,220001138061,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,25,MASCULINO,SUPERIOR COMPLETO,BRANCA,159288.05,DEFERIDO,DEFERIDO,3918.0,3918.0,0.0,0.0,0.0,0.0,3918.0,3918.0,3918.0,1.0
12903,27145,27145,37536,2020,SP,PREFEITO,CARLOS EDUARDO MONTEIRO DOMINGUES,250001158765,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,337979.64,DEFERIDO,DEFERIDO,0.0,0.0,16287.45,32574.9,5000.0,5000.0,21287.45,37574.9,32574.9,1.0
12905,27149,27149,37540,2020,GO,VEREADOR,TAIS REGINA NASCIMENTO DA SILVA,90000919458,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,19962.54,DEFERIDO,DEFERIDO,5000.0,5000.0,0.0,0.0,0.0,0.0,5000.0,5000.0,5000.0,1.0
12912,27160,27160,37554,2020,MG,VEREADOR,LUCAS BINE DO VALE,130001018050,APTO,DEFERIDO,REPUBLICANOS,22,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,692183.02,DEFERIDO,DEFERIDO,1946.33333333333,5839.0,0.0,0.0,0.0,0.0,1946.33333333333,5839.0,5839.0,1.0
12916,27165,27165,37559,2020,PB,VEREADOR,PEDRO PAULO CUNHA ASSIS FERNANDES,150000978944,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,20,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,3057.5,6115.0,0.0,0.0,100.0,100.0,3157.5,6215.0,6115.0,1.0
12918,27171,27171,37568,2020,SP,VEREADOR,LAÍNE APARECIDA SANTOS DE SOUZA,250000833140,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,FEMININO,SUPERIOR INCOMPLETO,BRANCA,243096.63,DEFERIDO,DEFERIDO,1698.455,3396.91,0.0,0.0,0.0,0.0,1698.455,3396.91,3396.91,1.0
12920,27175,27175,37572,2020,PA,PREFEITO,NATAN JOSE DINIZ TULIO,140001039438,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,25,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,243648.55,DEFERIDO,DEFERIDO,12500.0,25000.0,0.0,0.0,2000.0,2000.0,14500.0,27000.0,25000.0,1.0
12922,27179,27179,37576,2020,GO,VEREADOR,LUCAS AMANCIO DE LIMA,90000822730,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,22,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,123478.22,DEFERIDO,DEFERIDO,6113.7,6113.7,0.0,0.0,0.0,0.0,6113.7,6113.7,6113.7,1.0
12924,27183,27183,37582,2020,RS,PREFEITO,TAMIRES PAVEGLIO,210000730379,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,26,FEMININO,SUPERIOR INCOMPLETO,BRANCA,516946.69,DEFERIDO,DEFERIDO,3083.48083333333,37001.77,0.0,0.0,800.0,800.0,3883.4808333333294,37801.77,37001.77,1.0
12927,27187,27187,37586,2020,TO,VEREADOR,RAFAELLA CRUZ SODRÉ,270001038454,APTO,DEFERIDO,DEMOCRATAS,18,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,17081.4,DEFERIDO,DEFERIDO,0.0,0.0,1011.7933333333299,9106.14,3000.0,3000.0,4011.7933333333294,12106.14,9106.14,1.0
12928,27188,27188,37587,2020,MG,VEREADOR,LETICIA MARIA DO SOCORRO SALGUEIRO,130001190626,APTO,DEFERIDO,PROGRESSISTAS,27,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,259550.47,DEFERIDO,DEFERIDO,443.145,4431.45,0.0,0.0,250.0,250.0,693.145,4681.45,4431.45,1.0
12944,27218,27218,37623,2020,PA,VEREADOR,ELIAS LIMA BRITO,140001008767,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,23,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,PARDA,16538.56,DEFERIDO,DEFERIDO,2981.0,2981.0,0.0,0.0,200.0,400.0,3181.0,3381.0,2981.0,1.0
12947,27224,27224,37632,2020,PA,VEREADOR,DEIDISON SIQUEIRA SOARES DO NASCIMENTO,140000861159,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,MASCULINO,ENSINO MÉDIO INCOMPLETO,PARDA,16223.65,DEFERIDO,DEFERIDO,3125.0,3125.0,0.0,0.0,397.0,1985.0,3522.0,5110.0,3125.0,1.0
12950,27230,27230,37641,2020,RS,VEREADOR,LARISSA BESSAUER NASCIMENTO,210001143487,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,29,FEMININO,SUPERIOR COMPLETO,BRANCA,57223.83,DEFERIDO,DEFERIDO,502.75,5027.5,193.5,193.5,0.0,0.0,696.25,5221.0,5221.0,1.0
12952,27234,27234,37645,2020,PI,VEREADOR,ELIS CAMPOS RODRIGUES,180000761012,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,1221.4,2442.8,5221.4,6442.8,4000.0,1.0
12963,27254,27254,37669,2020,MA,VEREADOR,LUCIANA DO NASCIMENTO SILVA,100000954797,APTO,DEFERIDO,REPUBLICANOS,23,FEMININO,ENSINO FUNDAMENTAL COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,6000.0,6000.0,0.0,0.0,527.5,1055.0,6527.5,7055.0,6000.0,1.0
12965,27257,27257,37673,2020,RN,VEREADOR,THAÍS KAROLINE NASCIMENTO DOS SANTOS BEZERRA,200001243367,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,29,FEMININO,SUPERIOR COMPLETO,BRANCA,210013.89,DEFERIDO,DEFERIDO,5500.0,5500.0,0.0,0.0,401.25,1605.0,5901.25,7105.0,5500.0,1.0
12966,27258,27258,37674,2020,TO,VEREADOR,MARINA CARRILHO ALENCAR,270000750863,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,29,FEMININO,SUPERIOR COMPLETO,PARDA,48730.12,DEFERIDO,DEFERIDO,5000.0,10000.0,0.0,0.0,42.0,252.0,5042.0,10252.0,10000.0,1.0
12967,27261,27261,37678,2020,GO,VEREADOR,MAINÃ DA SILVA ARAÚJO,90000770158,APTO,DEFERIDO,PROGRESSISTAS,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,2562.116,12810.58,0.0,0.0,51.65,258.25,2613.766,13068.83,12810.58,1.0
12969,27264,27264,37682,2020,MS,VEREADOR,ALBERTO INACIO DA SILVA,120000725218,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,MASCULINO,ENSINO MÉDIO COMPLETO,PRETA,732621.66,DEFERIDO,DEFERIDO,1574.11857142857,11018.83,0.0,0.0,0.0,0.0,1574.11857142857,11018.83,11018.83,1.0
12980,27281,27281,37708,2020,AP,VEREADOR,ÍTALU FLANEU SILVA CARVALHO,30000769985,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,6000.0,6000.0,0.0,0.0,500.0,500.0,6500.0,6500.0,6000.0,1.0
12984,27289,27289,37728,2020,PA,VEREADOR,DHEYMERSON SOUZA SILVA,140000884153,APTO,DEFERIDO,PARTIDO REPUBLICANO DA ORDEM SOCIAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,15786.99,DEFERIDO,DEFERIDO,3500.0,3500.0,0.0,0.0,264.590769230769,3439.68,3764.59076923077,6939.68,3500.0,1.0
12988,27300,27300,37746,2020,MT,VEREADOR,KARLA APARECIDA PEREIRA DA SILVA,110000726415,APTO,DEFERIDO,REDE SUSTENTABILIDADE,24,FEMININO,ENSINO MÉDIO INCOMPLETO,PRETA,106374.57,DEFERIDO,DEFERIDO,1249.375,9995.0,0.0,0.0,235.64285714285703,1649.5,1485.01785714286,11644.5,9995.0,1.0
12992,27309,27309,37757,2020,RS,VEREADOR,TIRZA GABRIELA DRUMOND FERREIRA,210000668384,APTO,DEFERIDO,PARTIDO COMUNISTA BRASILEIRO,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,489142.84,DEFERIDO,DEFERIDO,15272.76,15272.76,0.0,0.0,325.0,1625.0,15597.76,16897.76,15272.76,1.0
12994,27312,27312,37760,2020,MT,VEREADOR,ELIELTON ANANIAS DA SILVA REIS,110000685985,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,MASCULINO,SUPERIOR COMPLETO,BRANCA,93963.86,DEFERIDO,DEFERIDO,1971.8,9859.0,0.0,0.0,0.0,0.0,1971.8,9859.0,9859.0,1.0
12995,27314,27314,37762,2020,RR,VEREADOR,ELIAS FREITAS SANTOS,230001054019,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,21,MASCULINO,SUPERIOR INCOMPLETO,PRETA,391772.1,DEFERIDO,DEFERIDO,3407.785,20446.71,0.0,0.0,77.5,310.0,3485.285,20756.71,20446.71,1.0
13005,27345,27345,37801,2020,RS,VEREADOR,MONISE FILES SAMANIEGO,210000710580,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,FEMININO,SUPERIOR COMPLETO,BRANCA,106371.32,DEFERIDO,DEFERIDO,6466.08,6466.08,0.0,0.0,0.0,0.0,6466.08,6466.08,6466.08,1.0
13008,27350,27350,37808,2020,PB,VEREADOR,IZABEL DE SOUZA LIMA,150000721484,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,29,FEMININO,ENSINO MÉDIO INCOMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,4000.0,4000.0,0.0,0.0,0.0,0.0,4000.0,4000.0,4000.0,1.0
13010,27355,27355,37814,2020,TO,PREFEITO,CIRLENE GOMES DA COSTA,270000749010,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,28,FEMININO,ENSINO MÉDIO COMPLETO,PRETA,123077.42,DEFERIDO,DEFERIDO,11010.666666666699,33032.0,0.0,0.0,2033.33333333333,18300.0,13044.0,51332.0,33032.0,1.0
13012,27359,27359,37818,2020,MG,VEREADOR,JESSICA FERREIRA SANTOS,130001167271,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,24,FEMININO,SUPERIOR COMPLETO,PARDA,549424.66,DEFERIDO,DEFERIDO,540.925,6491.1,0.0,0.0,0.0,0.0,540.925,6491.1,6491.1,1.0
13014,27361,27361,37820,2020,PR,VEREADOR,ROBERTA MOREIRA GOMES,160000748189,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,29,FEMININO,SUPERIOR COMPLETO,PARDA,136194.32,DEFERIDO,DEFERIDO,6502.115,13004.23,0.0,0.0,0.0,0.0,6502.115,13004.23,13004.23,1.0
13015,27363,27363,37823,2020,RJ,VEREADOR,LARISSA MACHADO GUEDES,190001228862,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,26,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,150.0,150.0,3150.0,3150.0,3000.0,1.0
13016,27365,27365,37825,2020,PI,VEREADOR,YASMIM JÚLIA DE ARAÚJO ROCHA CARVALHO,180000957761,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,602.8,3014.0,0.0,0.0,665.0,1330.0,1267.8,4344.0,3014.0,1.0
13017,27366,27366,37827,2020,MT,VEREADOR,RAISSA DOS SANTOS REINALDO DA SILVA,110001066414,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,21,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,560511.19,DEFERIDO,DEFERIDO,2500.0,5000.0,0.0,0.0,0.0,0.0,2500.0,5000.0,5000.0,1.0
13018,27369,27369,37830,2020,RJ,VEREADOR,RHAMON PRADO ABREU,190000642839,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,26,MASCULINO,SUPERIOR INCOMPLETO,PARDA,123938.93,DEFERIDO,DEFERIDO,5819.0,11638.0,0.0,0.0,235.0,235.0,6054.0,11873.0,11638.0,1.0
13021,27374,27374,37840,2020,PB,VEREADOR,DIOGENES AUGUSTO SOARES BENTO,150000719464,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,311995.58,DEFERIDO,DEFERIDO,3256.0,32560.0,0.0,0.0,0.0,0.0,3256.0,32560.0,32560.0,1.0
13027,27390,27390,37863,2020,RR,VEREADOR,EDINEY AULICIO PEREIRA SOUZA,230000655133,APTO,DEFERIDO,REPUBLICANOS,22,MASCULINO,ENSINO MÉDIO COMPLETO,PARDA,12307.75,DEFERIDO,DEFERIDO,3000.0,3000.0,0.0,0.0,0.0,0.0,3000.0,3000.0,3000.0,1.0
13028,27392,27392,37865,2020,RS,VEREADOR,MARCOS FELIPI HADDAD DE MENEZES GARCIA,210001250391,APTO,DEFERIDO,CIDADANIA,28,MASCULINO,SUPERIOR COMPLETO,BRANCA,489142.84,DEFERIDO,DEFERIDO,2858.14,2858.14,0.0,0.0,852.2321428571429,23862.5,3710.37214285714,26720.64,2858.14,1.0
13030,27395,27395,37871,2020,PR,VEREADOR,MONIQUE HALINE BELEM HECK,160000681875,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,27,FEMININO,SUPERIOR COMPLETO,BRANCA,42986.94,DEFERIDO,DEFERIDO,1423.8,2847.6,0.0,0.0,0.0,0.0,1423.8,2847.6,2847.6,1.0
13031,27399,27399,37876,2020,PE,PREFEITO,CASSIANO OLIVEIRA DA SILVA,170000862698,APTO,DEFERIDO,CIDADANIA,26,MASCULINO,SUPERIOR INCOMPLETO,PARDA,123077.42,DEFERIDO,DEFERIDO,10000.0,10000.0,0.0,0.0,4800.0,14400.0,14800.0,24400.0,10000.0,1.0
13034,27403,27403,37882,2020,PA,VEREADOR,GIZELE DO NASCIMENTO SILVA,140001003488,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,28,FEMININO,ENSINO MÉDIO COMPLETO,PARDA,23115.71,DEFERIDO,DEFERIDO,2525.0,5050.0,0.0,0.0,517.315,2069.26,3042.315,7119.26,5050.0,1.0
