,Unnamed: 0,Unnamed: 0.1,ANO_ELEICAO,SG_UF,DS_CARGO,NM_CANDIDATO,SQ_CANDIDATO,DS_SITUACAO_CANDIDATURA,DS_DETALHE_SITUACAO_CAND,NM_PARTIDO,NR_IDADE_DATA_POSSE,DS_GENERO,DS_GRAU_INSTRUCAO,DS_COR_RACA,VR_DESPESA_MAX_CAMPANHA,DS_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_URNA,media_esp,soma_esp,media_part,soma_part,media_out,soma_out,soma_media,soma_total,soma_fund_publico
24419,24419,33770,2020,PE,VEREADOR,VALDEMIR JOSÉ DA SILVA BATISTA,170000978547,APTO,DEFERIDO,PARTIDO DA MULHER BRASILEIRA,22,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,112.12,224.24,0.0,0.0,104.033333333333,312.1,216.15333333333305,536.34,224.24
24421,24421,33774,2020,ES,VEREADOR,PAULO RICARDO ANDREÃO,80000826176,APTO,DEFERIDO,PODEMOS,23,MASCULINO,SUPERIOR COMPLETO,BRANCA,20228.3,DEFERIDO,DEFERIDO,343.436666666667,1030.31,400.0,400.0,587.5,2350.0,1330.93666666667,3780.31,1430.31
24424,24424,33778,2020,SP,VEREADOR,LEONARDO FABRICIO DA SILVA,250001091297,APTO,DEFERIDO,CIDADANIA,21,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,27.5,55.0,46.0,92.0,0.0,0.0,73.5,147.0,147.0
24425,24425,33780,2020,MA,VEREADOR,THAYANNE LEITE PINHEIRO,100001165041,APTO,DEFERIDO,PROGRESSISTAS,23,FEMININO,SUPERIOR INCOMPLETO,NEGRA,504192.26,DEFERIDO,DEFERIDO,646.8,3234.0,0.0,0.0,0.0,0.0,646.8,3234.0,3234.0
24426,24426,33781,2020,MG,VEREADOR,JANAINA DA SILVA BOSCO,130001167498,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,43201.44,DEFERIDO,DEFERIDO,1700.0,1700.0,0.0,0.0,0.0,0.0,1700.0,1700.0,1700.0
24432,24432,33791,2020,SE,VEREADOR,DIEGO DA COSTA PROCOPIO,260001221043,APTO,DEFERIDO,PARTIDO LIBERAL,26,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,74806.79,DEFERIDO,DEFERIDO,220.0,440.0,0.0,0.0,0.0,0.0,220.0,440.0,440.0
24433,24433,33792,2020,PA,VEREADOR,JAIME FONSECA FREITAS,140000892223,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,27,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0
24434,24434,33793,2020,TO,VEREADOR,IVAN GUILHERME ALVES DA SILVA,270000977289,APTO,DEFERIDO,DEMOCRATAS,28,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,48730.12,DEFERIDO,DEFERIDO,93.125,372.5,195.0,195.0,1020.0,1020.0,1308.125,1587.5,567.5
24435,24435,33795,2020,PE,VEREADOR,THIAGO HOLANDA COSTA DE VASCONCELOS,170001188818,APTO,DEFERIDO,CIDADANIA,19,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,111.0,111.0,0.0,0.0,0.0,0.0,111.0,111.0,111.0
24436,24436,33796,2020,MG,VEREADOR,DHIEGO ALVES SILVA,130001101501,APTO,DEFERIDO,DEMOCRATAS,29,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,120.0,120.0,0.0,0.0,151.0275,604.11,271.0275,724.11,120.0
24437,24437,33797,2020,PA,VEREADOR,VICTORIA BEATRIZ DIAS SILVA,140000695396,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,21,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,77517.41,DEFERIDO,DEFERIDO,0.0,0.0,22.0,22.0,31.465,314.65,53.465,336.65,22.0
24438,24438,33799,2020,MA,VEREADOR,TALIA ALVES DA SILVA,100000980384,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,23,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,789.95,1579.9,1789.95,2579.9,1000.0
24440,24440,33801,2020,PA,VEREADOR,ROGERIO FARIAS DA CUNHA,140000971678,APTO,DEFERIDO,REPUBLICANOS,28,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,33247.26,DEFERIDO,DEFERIDO,225.75,903.0,0.0,0.0,0.0,0.0,225.75,903.0,903.0
24443,24443,33805,2020,SC,VEREADOR,LEANDRO LINO DE OLIVEIRA,240000777895,APTO,DEFERIDO,REPUBLICANOS,24,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,41171.62,DEFERIDO,DEFERIDO,376.98,1884.9,0.0,0.0,0.0,0.0,376.98,1884.9,1884.9
24448,24448,33812,2020,RS,VEREADOR,DALVANE DO PRADO,210000661739,APTO,DEFERIDO,SOLIDARIEDADE,19,MASCULINO,LÊ E ESCREVE,NEGRA,20242.73,DEFERIDO,DEFERIDO,122.0,366.0,0.0,0.0,120.833333333333,362.5,242.833333333333,728.5,366.0
24449,24449,33813,2020,CE,VEREADOR,BRUNA MACHADO DA SILVA,60000975989,APTO,DEFERIDO,REDE SUSTENTABILIDADE,25,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,32639.79,DEFERIDO,DEFERIDO,382.3325,1529.33,0.0,0.0,825.0,3300.0,1207.3325,4829.33,1529.33
24454,24454,33824,2020,SP,VEREADOR,IANCA DE ALMEIDA CAMPOS,250000980552,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,24,FEMININO,SUPERIOR COMPLETO,NEGRA,15639.24,DEFERIDO,DEFERIDO,453.7,453.7,0.0,0.0,171.333333333333,514.0,625.033333333333,967.7,453.7
24456,24456,33826,2020,PR,VEREADOR,MIRIANE DINIZ BATTISTI,160000975245,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,FEMININO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,358.571428571429,2510.0,0.0,0.0,0.0,0.0,358.571428571429,2510.0,2510.0
24458,24458,33829,2020,MG,VEREADOR,LUCAS RAFAEL DA SILVA SOUZA,130000667186,APTO,DEFERIDO,AVANTE,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,24248.05,DEFERIDO,DEFERIDO,84.485,506.91,0.0,0.0,0.0,0.0,84.485,506.91,506.91
24463,24463,33837,2020,PE,VEREADOR,LARISSA FRANCIELLY CAVALCANTI SILVA,170001099297,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,35930.43,DEFERIDO,DEFERIDO,2850.0,5700.0,0.0,0.0,0.0,0.0,2850.0,5700.0,5700.0
24464,24464,33838,2020,SP,VEREADOR,JEFFERSON JOSE DO NASCIMENTO SILVA,250001044337,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,24,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,48075.51,DEFERIDO,DEFERIDO,125.6,628.0,0.0,0.0,0.0,0.0,125.6,628.0,628.0
24465,24465,33839,2020,TO,VEREADOR,MARIANA GOMES MOTA,270000877823,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,24,FEMININO,SUPERIOR COMPLETO,NEGRA,962451.15,DEFERIDO,DEFERIDO,1029.46666666667,3088.4,0.0,0.0,0.0,0.0,1029.46666666667,3088.4,3088.4
24467,24467,33841,2020,CE,VEREADOR,KARLA FERNANDA CAROLINE DE SOUSA MELO,60001183614,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1360.0,1360.0,0.0,0.0,120.0375,480.15,1480.0375,1840.15,1360.0
24469,24469,33843,2020,MG,PREFEITO,SARA LETÍCIA BATISTA OLIVEIRA,130000680761,APTO,DEFERIDO,UNIDADE POPULAR,26,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,777312.72,DEFERIDO,DEFERIDO,2988.0,2988.0,0.0,0.0,1290.5025,15486.03,4278.5025,18474.03,2988.0
24472,24472,33851,2020,RN,VEREADOR,RAUL SALES SILVA DE OLIVEIRA,200000636736,APTO,DEFERIDO,SOLIDARIEDADE,29,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,386587.77,DEFERIDO,DEFERIDO,585.666666666667,1757.0,0.0,0.0,1590.90909090909,17500.0,2176.57575757576,19257.0,1757.0
24473,24473,33852,2020,SE,VEREADOR,RAYANE DA SILVA RODRIGUES,260001256109,APTO,DEFERIDO,PODEMOS,24,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,186003.67,DEFERIDO,DEFERIDO,1250.0,5000.0,0.0,0.0,220.0,220.0,1470.0,5220.0,5000.0
24474,24474,33853,2020,SP,VEREADOR,KAIQUE BARBOSA BRAGA,250000799486,APTO,DEFERIDO,PARTIDO SOCIAL CRISTÃO,21,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,135089.59,DEFERIDO,DEFERIDO,156.5,939.0,0.0,0.0,0.0,0.0,156.5,939.0,939.0
24475,24475,33854,2020,RN,VEREADOR,ISIS KAROLINE DE LIMA,200000759016,APTO,DEFERIDO,PARTIDO SOCIALISMO E LIBERDADE,20,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,39615.75,DEFERIDO,DEFERIDO,1553.1,1553.1,0.0,0.0,0.0,0.0,1553.1,1553.1,1553.1
24478,24478,33857,2020,BA,VEREADOR,EDUARDA GOMES DA SILVA,50000979392,APTO,DEFERIDO,REDE SUSTENTABILIDADE,21,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,156.25,625.0,0.0,0.0,157.5,945.0,313.75,1570.0,625.0
24479,24479,33858,2020,PI,VEREADOR,SILVANA DE ARAÚJO,180001178989,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,22,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1249.995,2499.99,0.0,0.0,853.75,1707.5,2103.745,4207.49,2499.99
24481,24481,33867,2020,RS,VEREADOR,ALEX SANDRO DE OLIVEIRA RAMBOR,210000880764,APTO,DEFERIDO,REPUBLICANOS,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,68561.49,DEFERIDO,DEFERIDO,541.5516666666671,3249.31,0.0,0.0,0.0,0.0,541.5516666666671,3249.31,3249.31
24482,24482,33868,2020,SP,VEREADOR,JOSE CARLOS GONÇALES,250000795676,APTO,DEFERIDO,DEMOCRATAS,28,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,96.1333333333333,288.4,0.0,0.0,296.3425,1185.37,392.47583333333296,1473.77,288.4
24489,24489,33879,2020,MG,PREFEITO,KLEBER OLEGÁRIO DA SILVA,130001123062,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,203973.14,DEFERIDO,DEFERIDO,10000.0,20000.0,0.0,0.0,1060.311375,84824.91,11060.311375,104824.91,20000.0
24493,24493,33884,2020,PR,VEREADOR,CRISTIANO VINICIUS FRANÇA,160000956353,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,365.0,730.0,0.0,0.0,100.333333333333,602.0,465.333333333333,1332.0,730.0
24496,24496,33887,2020,RS,VEREADOR,GABRIEL DE PAULA RODRIGUES,210000833544,APTO,DEFERIDO,PROGRESSISTAS,24,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,2500.0,5000.0,0.0,0.0,0.0,0.0,2500.0,5000.0,5000.0
24507,24507,33905,2020,PA,VEREADOR,ANTONIO MAIK SOARES DOS SANTOS,140001252644,APTO,DEFERIDO,PODEMOS,27,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,46902.06,DEFERIDO,DEFERIDO,2164.0,2164.0,0.0,0.0,0.0,0.0,2164.0,2164.0,2164.0
24508,24508,33906,2020,SP,VEREADOR,JOAO CARLOS DOS SANTOS,250000870463,APTO,DEFERIDO,PARTIDO LIBERAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,84.5833333333333,507.5,0.0,0.0,65.4283333333333,392.57,150.011666666667,900.07,507.5
24509,24509,33907,2020,MG,VEREADOR,REGIANE MEDEIROS MARTINS,130000996273,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,FEMININO,SUPERIOR INCOMPLETO,BRANCA,42545.87,DEFERIDO,DEFERIDO,30.025,120.1,0.0,0.0,403.0,4433.0,433.025,4553.1,120.1
24511,24511,33909,2020,SP,VEREADOR,GUSTAVO ALISSON SANTOS LIMA,250000992713,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,15526.39,DEFERIDO,DEFERIDO,28.9,57.8,0.0,0.0,210.0,210.0,238.9,267.8,57.8
24515,24515,33918,2020,PR,VEREADOR,JOSÉ ROBERTO RODRIGUES JUNIOR,160000744639,APTO,DEFERIDO,PARTIDO TRABALHISTA BRASILEIRO,26,MASCULINO,SUPERIOR COMPLETO,BRANCA,100426.4,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,423.538461538462,5506.0,2423.53846153846,7506.0,2000.0
24516,24516,33919,2020,GO,VEREADOR,MAIARA ALVES MELO,90001039121,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,27,FEMININO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,234.811,2348.11,0.0,0.0,0.0,0.0,234.811,2348.11,2348.11
24519,24519,33922,2020,AC,VEREADOR,PAULA SUZANE PAIXÃO OLIVEIRA,10001065195,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,26,FEMININO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,4425.0,8850.0,0.0,0.0,1700.0,3400.0,6125.0,12250.0,8850.0
24523,24523,33927,2020,MG,VEREADOR,FERNANDO QUINTO OLIVEIRA GONÇALVES ROCHA TOLENTINO,130001069293,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,29,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,3354.6666666666697,10064.0,0.0,0.0,0.0,0.0,3354.6666666666697,10064.0,10064.0
24526,24526,33932,2020,PB,VEREADOR,CAMILA BARBOSA ALBINO,150001226496,APTO,DEFERIDO,CIDADANIA,19,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,81.665,163.33,0.0,0.0,0.0,0.0,81.665,163.33,163.33
24527,24527,33933,2020,MG,VEREADOR,CLAUDIA GOMES DE SOUZA,130001206570,APTO,DEFERIDO,DEMOCRATAS,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,200.0,400.0,0.0,0.0,520.0,1040.0,720.0,1440.0,400.0
24528,24528,33934,2020,PE,VEREADOR,FLAVIA HELLEN DE OLIVEIRA GOMES,170000865192,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,27,FEMININO,SUPERIOR INCOMPLETO,NEGRA,55870.31,DEFERIDO,DEFERIDO,18803.5,37607.0,0.0,0.0,2040.0,4080.0,20843.5,41687.0,37607.0
24530,24530,33937,2020,PR,VEREADOR,EMERSON BENTO DE SOUZA,160001070698,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,25,MASCULINO,ENSINO MÉDIO INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,261.845,523.69,0.0,0.0,374.981428571429,2624.87,636.826428571429,3148.56,523.69
24531,24531,33938,2020,RJ,VEREADOR,BEATRIZ QUINTINO BRANDÃO,190000666254,APTO,DEFERIDO,PATRIOTA,22,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,165992.86,DEFERIDO,DEFERIDO,1960.18333333333,5880.55,0.0,0.0,230.0,230.0,2190.18333333333,6110.55,5880.55
24532,24532,33939,2020,RS,VEREADOR,JOSUE DE OLIVEIRA SANTOS,210000983239,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,500.0,500.0,1500.0,1500.0,1000.0
24533,24533,33940,2020,RS,VEREADOR,DHASAEW PEREIRA PASI,210000725744,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,26,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,166.4,332.8,0.0,0.0,104.9,104.9,271.3,437.7,332.8
24534,24534,33941,2020,SC,VEREADOR,JÚLIA ANDRADE EW,240000650429,APTO,DEFERIDO,UNIDADE POPULAR,23,FEMININO,SUPERIOR COMPLETO,BRANCA,194842.85,DEFERIDO,DEFERIDO,3461.5,6923.0,0.0,0.0,1023.5,4094.0,4485.0,11017.0,6923.0
24537,24537,33945,2020,SP,VEREADOR,RAPHAEL SELES DE AQUINO,250000995318,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,29,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,700.0,1400.0,0.0,0.0,81.5,81.5,781.5,1481.5,1400.0
24538,24538,33947,2020,MT,VEREADOR,GEOVANE SANTOS DA COSTA,110001137629,APTO,DEFERIDO,PARTIDO SOCIALISTA BRASILEIRO,23,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,133.333333333333,400.0,0.0,0.0,0.0,0.0,133.333333333333,400.0,400.0
24540,24540,33950,2020,RN,VEREADOR,JOÃO BATISTA GOMES MOREIRA,200001143946,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,26,MASCULINO,SUPERIOR INCOMPLETO,NEGRA,33136.47,DEFERIDO,DEFERIDO,800.0,1600.0,0.0,0.0,280.0,280.0,1080.0,1880.0,1600.0
24542,24542,33953,2020,BA,VEREADOR,KENNEDY TEIXEIRA DE ARAÚJO,50000670200,APTO,DEFERIDO,PROGRESSISTAS,28,MASCULINO,SUPERIOR COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,260.222222222222,2342.0,0.0,0.0,581.2,581.2,841.422222222222,2923.2,2342.0
24544,24544,33956,2020,ES,VEREADOR,GABRIELA PAULA DO CARMO,80001050064,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,24,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,24479.33,DEFERIDO,DEFERIDO,0.0,0.0,119.0,119.0,49.6666666666667,149.0,168.666666666667,268.0,119.0
24550,24550,33963,2020,MA,VEREADOR,FRANCISCO DAS CHAGAS FREITAS DO NASCIMENTO,100000659722,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,24,MASCULINO,ENSINO MÉDIO COMPLETO,NEGRA,43199.72,DEFERIDO,DEFERIDO,2000.0,2000.0,0.0,0.0,0.0,0.0,2000.0,2000.0,2000.0
24552,24552,33965,2020,PR,VEREADOR,EDERSON PIETRASKI,160000975241,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,29,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,312.857142857143,2190.0,0.0,0.0,0.0,0.0,312.857142857143,2190.0,2190.0
24553,24553,33966,2020,PB,VEREADOR,JOYCE KAROLINE NEVES AZEVEDO,150000944491,APTO,DEFERIDO,PROGRESSISTAS,21,FEMININO,SUPERIOR INCOMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1721.25,1721.25,0.0,0.0,0.0,0.0,1721.25,1721.25,1721.25
24554,24554,33967,2020,MS,VEREADOR,ANE PÉROLA CABRAL ALVES,120000992870,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,25,FEMININO,SUPERIOR COMPLETO,NEGRA,17144.41,DEFERIDO,DEFERIDO,600.0,1800.0,0.0,0.0,0.0,0.0,600.0,1800.0,1800.0
24555,24555,33968,2020,RR,VEREADOR,RANIELY GOMES SOARES,230000784249,APTO,DEFERIDO,CIDADANIA,27,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,24516.75,DEFERIDO,DEFERIDO,1044.99,1044.99,0.0,0.0,0.0,0.0,1044.99,1044.99,1044.99
24556,24556,33973,2020,MS,VEREADOR,VANDA RODRIGUES BATISTA,120000922617,APTO,DEFERIDO,PODEMOS,29,FEMININO,ENSINO MÉDIO COMPLETO,INDÍGENA,26945.18,DEFERIDO,DEFERIDO,1731.25,3462.5,0.0,0.0,0.0,0.0,1731.25,3462.5,3462.5
24557,24557,33974,2020,MG,VEREADOR,ALAIR PEREIRA DE SOUSA DOS SANTOS,130000775333,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,23,MASCULINO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,122.666666666667,368.0,0.0,0.0,331.66666666666697,995.0,454.333333333333,1363.0,368.0
24562,24562,33980,2020,PB,VEREADOR,LILIAN CAROLINE SOBRAL DE MOURA,150000841887,APTO,DEFERIDO,PARTIDO DA MOBILIZAÇÃO NACIONAL,19,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,175.0,175.0,0.0,0.0,0.0,0.0,175.0,175.0,175.0
24563,24563,33982,2020,RJ,VEREADOR,ANTÔNIO MARCO DUARTE BARBOSA,190001054286,APTO,DEFERIDO,CIDADANIA,22,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,609.37,609.37,0.0,0.0,291.25,1165.0,900.62,1774.37,609.37
24566,24566,33986,2020,PR,VEREADOR,WESLEN JALDAIR DA SILVA,160000976383,APTO,DEFERIDO,REPUBLICANOS,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,801.8066666666671,2405.42,0.0,0.0,197.25,789.0,999.0566666666672,3194.42,2405.42
24569,24569,33989,2020,RO,VEREADOR,ENIS FERREIRA DE NORONHA,220001214960,APTO,DEFERIDO,MOVIMENTO DEMOCRÁTICO BRASILEIRO,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,BRANCA,38512.46,DEFERIDO,DEFERIDO,1000.0,1000.0,0.0,0.0,3000.0,3000.0,4000.0,4000.0,1000.0
24570,24570,33990,2020,RS,VEREADOR,LUCAS REINEHR,210000997407,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,24,MASCULINO,SUPERIOR COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,1666.66666666667,5000.0,0.0,0.0,150.0,300.0,1816.66666666667,5300.0,5000.0
24572,24572,33992,2020,SP,VEREADOR,KHALIL YOUSSEF PIVOTO MOUSSA,250000977949,APTO,DEFERIDO,REPUBLICANOS,22,MASCULINO,SUPERIOR INCOMPLETO,BRANCA,97763.77,DEFERIDO,DEFERIDO,275.23,275.23,0.0,0.0,780.0,2340.0,1055.23,2615.23,275.23
24577,24577,33999,2020,GO,VEREADOR,OSEIAS MARCOS ALEIXO DA SILVA,90001036085,APTO,DEFERIDO,PARTIDO DOS TRABALHADORES,25,MASCULINO,ENSINO FUNDAMENTAL COMPLETO,NEGRA,19962.54,DEFERIDO,DEFERIDO,333.33333333333303,1000.0,0.0,0.0,208.333333333333,625.0,541.666666666667,1625.0,1000.0
24580,24580,34007,2020,AL,VEREADOR,ANDERSON PIMENTEL ANDRADE,20000789137,APTO,DEFERIDO,REPUBLICANOS,27,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,19368.44,DEFERIDO,DEFERIDO,89.5,179.0,0.0,0.0,500.0,1000.0,589.5,1179.0,179.0
24581,24581,34008,2020,AM,VEREADOR,GERLANE MARTINS DOS SANTOS,40000788804,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,25,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,19253.21,DEFERIDO,DEFERIDO,500.0,500.0,0.0,0.0,591.3,1773.9,1091.3,2273.9,500.0
24584,24584,34012,2020,MG,VEREADOR,NAYARA STTEFANNE DE MENDONÇA COSTA,130001027589,APTO,DEFERIDO,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,21,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,65.78,197.34,0.0,0.0,108.75,217.5,174.53,414.84,197.34
24585,24585,34014,2020,PA,VEREADOR,JAQUELINE RODRIGUES REGIS,140000756152,APTO,DEFERIDO,PARTIDO SOCIAL DEMOCRÁTICO,18,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,3750.0,7500.0,0.0,0.0,120.0,120.0,3870.0,7620.0,7500.0
24586,24586,34015,2020,SE,VEREADOR,LILIANE GUIMARÃES MACÊDO,260000854587,APTO,DEFERIDO,PODEMOS,24,FEMININO,ENSINO FUNDAMENTAL INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,153.85,153.85,0.0,0.0,0.0,0.0,153.85,153.85,153.85
24587,24587,34016,2020,PR,VEREADOR,ANA PAULA ROCHINSKI MACEDO,160000850613,APTO,DEFERIDO,PARTIDO SOCIAL LIBERAL,28,FEMININO,ENSINO MÉDIO COMPLETO,BRANCA,20870.5,DEFERIDO,DEFERIDO,144.42,288.84,0.0,0.0,88.865,355.46,233.285,644.3,288.84
24588,24588,34017,2020,BA,VEREADOR,JOSE EDUARDO LUZ CHAVES,50001228700,APTO,DEFERIDO,PARTIDO COMUNISTA DO BRASIL,29,MASCULINO,ENSINO MÉDIO INCOMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,48.5,48.5,0.0,0.0,0.0,0.0,48.5,48.5,48.5
24590,24590,34019,2020,RS,VEREADOR,TOBIAS ROGES DE BRUM,210000784306,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,25,MASCULINO,ENSINO MÉDIO COMPLETO,BRANCA,12307.75,DEFERIDO,DEFERIDO,250.0,500.0,0.0,0.0,203.575,814.3,453.575,1314.3,500.0
24593,24593,34024,2020,BA,VEREADOR,ARETHA ALEF SILVA CATARINO,50000780139,APTO,DEFERIDO,PODEMOS,25,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,191.666666666667,575.0,0.0,0.0,0.0,0.0,191.666666666667,575.0,575.0
24594,24594,34025,2020,GO,VEREADOR,RUTH COSTA FERREIRA,90000775992,APTO,DEFERIDO,PARTIDO DEMOCRÁTICO TRABALHISTA,27,FEMININO,ENSINO MÉDIO COMPLETO,NEGRA,12307.75,DEFERIDO,DEFERIDO,144.5825,578.33,0.0,0.0,633.0980000000001,3165.49,777.6805,3743.82,578.33
